date,truck,category,items,prices,location,time,source_image,images,fulltext,notes
2026-09-17,羽咖啡,飲料,罐裝冰滴咖啡；燕麥堅果x新鮮水果·優格杯；優格杯+任一咖啡Combo；燕麥堅果脆片Granola（原味／巧克力）；義式咖啡、手沖咖啡、咖啡豆、濾掛包,罐裝冰滴咖啡 180/罐；優格杯 150/杯；優格杯+任一咖啡 折50（例：優格杯150+熱拿鐵120=220）；燕麥堅果脆片Granola 300/包,南港軟體工業園區二期,10:00-13:30,archive/2026-09/2026-09-16_2031_p07.png,img/2026-09-17_yu-coffee.jpg,"9/17（四）
10：00-13：30
南港軟體工業園區二期

大家好，我是來自桃園的Y u COFFEE，從護理師轉職到咖啡師已從事咖啡超過十年，於2023 年底創立屬於自己的咖啡品牌，目前開著我的行動咖啡車『荷包蛋』到處煮咖啡給大家喝，每月的自家烘焙咖啡豆品項超過10種，會定期更新豆單，現場以義式咖啡、手沖咖啡供應為主，也會帶上咖啡豆和咖啡濾掛包讓喜歡的你們可以帶回家喔，我們的主力是咖啡所以非常歡迎大家來品嚐咖啡，非咖啡飲品則是佛性供應但也都是我本人從事咖啡以來使用已久的信任品牌喔。

當日提供預定品項

罐裝冰滴咖啡 180/罐
使用義式咖啡的配方豆來製作，以中烘焙衣索比亞水洗、衣索比亞日曬、巴西日曬，耗時滴製而成。溫順的酸值及莓果巧克力的尾韻，厚實口感，單喝或是倒出加入冰塊牛奶都是夏日的居家常備好選擇。

燕麥堅果x新鮮水果·優格杯 150/杯。
以鮮乳坊幸運兒鮮奶高成本製作，滿滿優質益生菌發酵製成，再加入我們自家低溫烘焙的燕麥堅果脆片（Granola）、新鮮水果和蜂蜜，一日身體所需的營養讓我們透過這杯優格杯來滿足你，炎炎夏日是你食慾不振時的最佳選擇。

優格杯 + 任一咖啡Combo價優惠 50
優格杯配上任一咖啡飲品，我們折價$50給你，咖啡選項請見我們提供的豆單。
EX:優格杯$150+熱拿鐵$120=$220（優惠$50）

燕麥堅果脆片Granola 300/包
本日提供口味 原味 巧克力
刷嘴健康小物，由燕麥、堅果、果乾等食材共同組成，加入蜂蜜、橄欖油低溫烘烤，保留食材的原型，留下更多的營養成分，酥脆的口感不甜膩，任何時候可以滿足你的口慾，也是加入沙拉、牛奶、優格的好朋友

因咖啡品項較多，以上商品製作時間較長且限量供應，有預定就會幫你保留，其他品項我們就現場見嘍。

範例：
陳先生
A*1 D*1冰拿鐵
08：00拿取
總金額：$400
手機末三碼：888
（按下表情符號代表保留成功）",貼文 9/16 14:26（9/17 08:31 截圖顯示「昨天 下午 2:26」，較 20:31 截圖的相對時間精確）；發文者顯示名稱為「羽咖啡/餐車」，依慣例去掉「/餐車」後綴；預訂格式：姓氏／品項數量／拿取時間／總金額／手機末三碼，按表情符號代表保留成功；DM 圖有完整咖啡豆單價格表但解析度不足看清，prices 只記貼文文字寫明的品項；貼文範例寫 08:00 拿取，與當日 10:00-13:30 時段不符，疑為沿用舊範例
2026-09-17,臻饌築客家手作點心,小吃,芋粿巧（豬肉 芋頭塊 蝦米）；紅豆粄（屏東萬丹紅豆）；桂圓糯米糕（桂圓 葡萄乾 黑芝麻）；花生捲粿（花生顆粒 花生醬）；艾草粄（無包餡）；芋香圓（芋頭 豬肉 香菇 杏鮑菇）；酸菜包（酸菜 豬肉 辣椒）；蘿蔔絲艾草包（豬肉 蘿蔔絲 香菇 蝦米 豆干）；素艾草包（素雞絲 香菇 豆干 素排骨 蘿蔔乾）；紅豆草包（屏東萬丹紅豆）；秘製豆干,芋粿巧 45；紅豆粄 45；桂圓糯米糕 45；花生捲粿 45；艾草粄 45；芋香圓 60；酸菜包 60；蘿蔔絲艾草包 60；素艾草包 60；紅豆草包 60；秘製豆干 60/盒（4~5塊）,北市南港區園區街3-2號H棟右側隔壁空地,10:30-13:30（或完售）,archive/2026-09/2026-09-16_2031_p11.png,img/2026-09-17_zhenzhuanzhu-hakka.jpg,"早午餐 早午餐 早午餐
【臻饌築客家手作點心】
9/17（週四）初次來到南軟為大家服務！
時間：10:30~13:30(或完售)
（提早準備好會在群組通知喔！）
地點：北市南港區園區街3-2號H棟右側隔壁空地

堅持採用天然食材無添加
當天早上現做，大人小孩都可以放心吃
早餐 午茶 宵夜點心的最佳選擇

草包就是所謂的草仔粿！
外皮Q內容物更是香，傳承客家阿婆的味道！

菜單如下：
#芋粿巧(豬肉 芋頭塊 蝦米) 45元
#紅豆粄(屏東萬丹紅豆) 45元
#桂圓糯米糕(桂圓 葡萄乾 黑芝麻) 45元
#花生捲粿(花生顆粒 花生醬) 45元
#艾草粄(無包餡) 45元
#芋香圓(芋頭 豬肉 香菇 杏鮑菇) 60元
#酸菜包(酸菜 豬肉 辣椒) 60元
#蘿蔔絲艾草包(豬肉 蘿蔔絲 香菇 蝦米 豆干) 60元
#素艾草包(素雞絲 香菇 豆干 素排骨 蘿蔔乾) 60元
#紅豆草包(屏東萬丹紅豆) 60元
#秘製豆干(4~5塊) 60元/盒(冷藏保存7天.冷熱都好吃)

粿的保存方式
購買回去 隨天當早餐吃可放常溫。
不要曬到太陽喔！
若隨天吃不完，當天買回直接放冰箱
冷藏保存一週，冷凍20天。
冰箱拿出來後，冷凍需退冰。
電鍋加一點點水，跳起來後放置3分鐘再吃喔

難得來到南軟服務，今天千萬別錯過
建議預訂 建議預訂 建議預訂！
歡迎預訂～麻煩留下
1.訂購姓名：
2.手機末3碼：
3.取餐時間：
4.訂購品項及數量：
總金額：

因擔心棄單和避免浪費食材
超過預訂取餐時間30分鐘，未在群組告知
延後取餐或取消，闆娘會於群組先提醒，
而後釋出讓現場朋友購買，還請見諒

付款方式：現金/轉帳
(老闆收到您的訂購會按，代表訂購完成喔！)
按 後請勿更改訂單喔！
因準備食材，歡迎大大們提前預訂
為響應環保～購買4顆以上提供袋子
請大大們盡量自備 購物袋(或 2元加購)喔！
歡迎大家追蹤我們的粉專
FB：臻饌築
就能知道每週最新行程喔！
https://www.facebook.com/profile.php?id=61560367101146&mibextid=ZbWKwL",貼文 9/16 13:30（9/17 08:31 截圖顯示「昨天 下午 1:30」，較 20:31 截圖的相對時間精確）；貼文被老闆改過：9/16 20:31 截圖寫「明天千萬別錯過」，9/17 08:31 截圖已改成「今天千萬別錯過」，fulltext 採最新版；首次到南軟；付款：現金/轉帳；建議預訂，格式 訂購姓名／手機末3碼／取餐時間／品項數量／總金額，老闆按笑臉代表完成，超過取餐時間 30 分鐘未告知會釋出；購買 4 顆以上提供袋子，自備購物袋或 2 元加購；category 歸「小吃」：品項為客家粿類點心，鹹（草包、芋粿巧）甜（紅豆粄、桂圓糯米糕）皆有
2026-09-17,菓時作,甜點,中秋限定禮盒（月亮｜QQ水果凍、兔子｜純奶酪，限量30盒）；鮮果寶盒；焦糖香草布丁杯；焦糖香草布丁大福；QQ水果凍（素食可）；鮮果奶酪；豆餡鮮果大福（素食可）；鮮奶油鮮果大福,中秋限定禮盒 350（淨重450克，預購至9/25，宅配運費 160/8盒）,,16:40-19:00,archive/2026-09/2026-09-16_2031_p15.png,img/2026-09-17_guoshizuo.jpg,"9月17日（週四）
16:40 >>> 19:00

｜ 品味細緻•自然天成 ｜
『自己孩子敢吃的，我才敢賣』
。秉持著信念。
• 將大自然的純粹融入每一道甜品之中。這個品牌誕生於一位母親的初衷——她只願將最天然、最安心的食材，製作成可以給自己孩子享用的美味。這份愛，經過歲月的沉澱，化作菓時作的一顆初心：為每一位顧客帶來如同家人般溫暖的甜品。

6 年都以純手工天然製作過程原料簡單，使用當季新鮮水果、純奶。
完全不使用添加罐頭、醃製品、水、果汁、果醬、色素、香精、濃縮液、防腐劑、鹼、。
全部甜點僅使用新鮮水果。
低糖 低脂 低卡 低熱量。
使用高成本高單價訂製的304不鏽鋼模具製程 完全沒有塑化劑問題。
僅此一家 絕無分店加盟 絕無任何教學商。
天然原汁原味。
純手工用心製作。
創新商品。

#中秋限定禮盒 #限量30盒
月亮｜QQ水果凍
兔子｜純奶酪
#鮮果寶盒
底層｜滑順濃郁奶酪
中層｜QQ水果凍
上層｜滿滿鮮果
吃到三層層次口感。無蛋糕•奶油。
#焦糖香草布丁杯
#焦糖香草布丁大福
•馬達加斯加香草籽
•新鮮雞蛋 ✕ 純鮮奶
淡淡焦糖香氣＋濃郁蛋奶香
搭配QQ麻糬外皮
#QQ水果凍(素食可)
誘人的顏色，誘人的地方是天然水果本身所呈現出來的色澤，不添加色素，使用當季新鮮水果製作。
#鮮果奶酪
100%純鮮奶，低糖。無添加水、香精。
#豆餡鮮果大福(素食可)
手作豆餡經歷多次換水、降溫、最後紅豆翻 綠豆壓 芋泥攪，用真材實料看的到吃的到餡料。
#鮮奶油鮮果大福
純鮮奶自製，低糖低脂鮮奶油餡。
冷凍後也是麻糬冰淇淋口感喲。

按笑臉=登記成功
支付方式：現金•中信轉帳

•官方Line•
https://lin.ee/2eJf2D2
•FB粉絲專頁•
https://m.facebook.com/profile.php?id=100083550603336
•IG•
https://www.instagram.com/fruitycraft__dessert?igsh=MWpoZnBsZGk3OGNocQ%3D%3D&utm_source=qr

#公司下午茶
#企業團購
#社區團購
#活動甜點
歡迎提前預約",貼文 9/16 11:54（9/17 08:31 截圖顯示「昨天 上午 11:54」，較 20:31 截圖的相對時間精確）；營業日期與時段的那行是彩色表情文字、字色極暗，放大 9/17 08:31 截圖後已確認為「9月17日（週四）16:40>>>19:00」，日期與時段不再是推測；付款：現金、中信轉帳；按笑臉＝登記成功，歡迎提前預約；貼文本文沒有列單品價格，prices 只記 DM 圖上可辨識的中秋禮盒資訊（$350、淨重450克、宅配運費$160/8盒、活動即日起~9/25）；貼文未寫地點，location 留空
2026-09-17,饗嘦_鐵板蝦鬆,小吃,精緻鐵板蝦鬆（含海沙蝦、白蝦、甜蝦、雞蛋、豆薯、洋蔥、芹菜；配料擇一：蘿蔓心／潤餅皮；加購擇一：香酥油條／脆麵餅乾／可口堅果）,精緻鐵板蝦鬆 180/份；香酥油條／脆麵餅乾／可口堅果 +20,南軟二期餐車市集,11:00-13:30（或完售）,archive/2026-09/2026-09-16_2031_p20.png,img/2026-09-17_xiangyao-shrimp.jpg,"南軟二期餐車市集 09／17（四）
1100➡1330 或完售

嗨嗨 各位南港買包們大家好
饗嘦_鐵板蝦鬆首次南軟二期餐車市集報到囉

「厭世甜點店」推薦必吃市集特色美食
預訂是確認能為您保留份量並優先取餐二
天氣炎熱，闆娘會看預訂去備貨當天量
為確保品質需於現場等待些許製作時間

鐵板香氣 ✕ 海味清甜 ✕ 爽口清脆
嚴選三種鮮蝦
［彈牙鮮甜白蝦］［細滑鮮嫩甜蝦］［濃郁鮮香海沙蝦］
匯聚海味精華，手工剝碎、現點現炒，三種蝦香在鐵板高溫下瞬間激發出濃郁海味，再加入爽脆豆薯、香甜洋蔥、金黃散蛋、芹菜與黑胡椒粒炒出層層香氣，每一口都吃得到蝦的鮮甜、炒料的焦香

每一匙餡料都細緻飽滿、香氣豐沛！
搭配蘿蔓心的清爽脆感、再點綴香酥油條或可口堅果，襯篥出酥、嫩、香、鮮，脆交織的立體口感‼喜歡創新嚐鮮吃法的朋友可選擇脆麵餅乾，口感更上一層樓
這不只是一道蝦鬆，而是視覺與味蕾的雙重享受
開胃、聚餐、下酒皆宜，一上桌就搶空的靈魂美味

付款方式：現金、line pay

精緻鐵板蝦鬆
含海沙蝦、白蝦、甜蝦、雞蛋、豆薯、洋蔥、芹菜
配料選擇
蘿蔓心/潤餅皮（則一）
香酥油條 / 脆麵餅乾 / 可口堅果+20元（擇一）
180元/份
（一份約1人份，約該格盒子8分滿，盒子尺寸如圖片）
附的蘿蔓心由於大小不一，約5-7片喔！

（最早預訂為11:00，最晚預訂為13:30）

預訂時段為「半小時一個單位」
11:00、11:30、12:00、12:30、13:00、13:30

預訂是確認能為您保留份量
為確保餐點品質，等您抵達才製作出餐
（如有晚到請提早告知以確保能保留份量）
預訂於「訂餐時間優先取餐」
為確保品質需於現場等待些許製作時間
如現場人較多剩三個預訂單 穿插一位現場哦

我們沒有飯•沒有飯•沒有飯啦
由於天氣炎熱，我們是生菜及海鮮類產品
為確保餐點品質及食安，請盡快食用完畢
最佳賞味期建議為30分鐘內

預訂範例
取餐時間：
貴姓：先生/小姐
手機末三碼：
餐點份數：
配料：
潤餅皮/蘿蔓心（擇一）
香酥油條/脆麵餅乾/可口堅果+20元（擇一）
其他備註：

按代表預訂成功，請勿自行刪除留言

想知道我們的行程可以追蹤唷

臉書：饗嘦
https://www.facebook.com/share/16zt2wEADv/?mibextid=wwXIfr
Line官方帳號
https://lin.ee/0gGaN3p",貼文 9/16 10:48（9/17 08:31 截圖顯示「昨天 上午 10:48」，較 20:31 截圖的相對時間精確）；首次到南軟二期；付款：現金、LINE Pay；預訂格式 取餐時間／貴姓／手機末三碼／份數／配料／備註，時段半小時一個單位（11:00~13:30），按表情代表成功；最佳賞味期 30 分鐘內
2026-09-18,楓格蛋糕,甜點,棉被生乳捲（綜合4入）；綜合生乳捲（4片）；限量蜂蜜生乳捲；黑森林；歐佩拉；南瓜堅果歐包（3顆）；菠蘿卡士達泡芙；帕瑪森起士蛋糕；提拉米蘇杯；蜂蜜蛋糕,棉被生乳捲（綜合4入）280；綜合生乳捲（4片）280；限量蜂蜜生乳捲 290；黑森林 290；歐佩拉 290；南瓜堅果歐包（3顆）80；菠蘿卡士達泡芙 80；帕瑪森起士蛋糕 120；提拉米蘇杯 80；蜂蜜蛋糕 350,南軟二期餐車市集,11:30-13:30（售完為止）,archive/2026-09/2026-09-18_1132_p00.png,img/2026-09-18_fengge-cake.jpg,"9/18。星期五 中午中午中午
Selina一家真心推薦的蛋糕品牌！

【楓格蛋糕】本週五快閃登場
南軟二期餐車市集

來吃甜點、放鬆一下吧
（每天現做，真的很容易提早賣完！）

—
本日人氣必買 TOP 3
棉被生乳捲（綜合4入）$280
黑森林$290
歐佩拉$290

第一次買，直接選這三樣不會錯！

—
商品價格一覽（快速選）
綜合生乳捲（4片） $280
限量蜂蜜生乳捲$290
南瓜堅果歐包（3顆）$80
菠蘿卡士達泡芙 $80
帕瑪森起士蛋糕 $120
提拉米蘇杯 $80
黑森林條 $290
歐佩拉條 $290
蜂蜜蛋糕 $350

—
綜合生乳捲口味（4入）
巧克力｜濃郁不膩
草莓｜小朋友最愛
咖啡｜大人系首選
抹茶｜回甘不苦澀

為什麼大家會回購？
減糖少油｜吃完不負擔
歐盟動物性鮮奶油｜清爽不膩
無添加防腐劑｜每天新鮮現做
老闆堅持：敢給家人吃才賣

每日數量有限，強烈建議預訂
（現場常常提早完售）

時間：11:30～13:30（售完為止）
地點：南軟二期餐車市集
預訂截止：10:00

預訂方式（複製填寫）
電話末三碼／姓名：
取貨時間：
品項：

範例
115／李小姐
18:00
綜合捲+1、提拉米蘇+2

（按讚=預訂成功）
※ 超過15分鐘未取視同取消

現金付款
食品責任險｜食品登錄

週五見！晚來真的會買不到",貼文 9/17 21:56（截圖顯示「昨天 下午 9:56」，基準 2026-09-18 11:32）；顯示名稱「楓格蛋糕小幫手」，已去掉小幫手後綴；預訂截止 10:00，填電話末三碼／姓名、取貨時間、品項，按讚=預訂成功，超過 15 分鐘未取視同取消；現金付款；貼文的預訂範例寫取貨時間 18:00，與營業時段 11:30-13:30 不符，照抄未更正
2026-09-18,客家美食_蒸珍飽,小吃,鮮蝦腸粉；蓮藕肉圓；小飽包子；厚切大刈包；冷凍小飽包；冷凍蓮藕肉圓；冷凍鮮蝦腸粉,鮮蝦腸粉4個 100；蓮藕肉圓5個 100；小飽包子6個 100；厚切大刈包1份 80；冷凍小飽包7個 100；冷凍蓮藕肉圓6個 100；冷凍鮮蝦腸粉5個 100,南軟二期餐車市集,16:30-20:00（售完）,archive/2026-09/2026-09-18_1132_p04.png,img/2026-09-18_hakka-zhenzhenbao.jpg,"9/18 南軟二期餐車市集的客人
很榮幸 蒸珍飽再次來到南軟二期餐車市集來服務各位鄉親，我們帶了招牌蓮藕肉圓值得您品嚐 在早市受到各位哥哥 姐姐的厚愛 現主吔在這幫各位鄉親們服務！希望大家吃的開心 滿意 健康 有一種飽叫媽媽怕你吃不飽 保証讓各位倌倌吃飽飽 長高高 料多實在
呷嘎霸

★ 蓮藕肉圓 外皮用100%蓮藕粉、在來米製成僅此一家 有履歷製作非一般仿冒，口感有別於一般肉圓 玉米粉製作，保證軟Q吃完不漲氣越吃越健康 內餡優質後腿肉製成（每日限量）

★ 港式鮮蝦腸粉 內餡不含豬肉 外皮是在來米研磨製作 內餡都是滿滿魚漿跟鮮蝦製作而成 適合年長爺奶大人小孩減重人士食用喔 滿滿的蛋白質

★ 蒸珍飽大刈包 選用台灣溫體豬五花堅持2公分厚切 秘製配方慢滷 蘊香酸菜當日現炒 花生粗粒 老麵手工麵皮 配上香菜製作而成保證口齒留香（每日限量）

★ 老鹽小飽包 嚴選台灣黑豬肉 老麵發酵 當日現包 有別於一般傳統小飽包 現場有蒸好熱騰騰的 還有冷凍可以買 可當早餐 宵夜 千萬別錯過喔（每日限量）

自製辣椒醬.米醬 保證一再回味不含防腐劑 甜味劑 不是豆瓣醬喔 要加辣椒的客倌要註明加辣喔

價錢：鮮蝦腸粉4個/$100
蓮藕肉圓5個/$100（每日限量）
小飽包子6個/$100（每日限量）
厚切大刈包1份/$80（每日限量）
冷凍小飽包7個/$100（每日限量）
冷凍蓮藕肉圓6個/$100
冷凍鮮蝦腸粉5個/$100
遵循古法多種中藥慢燉成
口感層次豐富美味
香Q溢齒留香
風味獨特口味道地
保證不添加防腐劑、不加色素
食品認證工廠代工 五花肉保證入味 堅持兩公分厚切

不加糖 不加鹽 不加味素
沒有加任何添加料

產品責任險
食品安全登錄

貼心小提醒
預訂是會幫忙保留餐點，現場如遇人多排隊，請依序排隊，造成不便，請包容.體諒 謝謝
營業時間：16:30-20:00（售完）
開放預訂
9/18
領餐時間為：16:30、17:00、17:30、18:00、18:30，共5個時段

預訂範例
1.姓氏+手機末3碼：米小姐789
2.餐點內容
3.取餐時間",貼文 9/17 21:35（截圖顯示「昨天 下午 9:35」，基準 2026-09-18 11:32）；貼文者顯示名稱為「客家美食」，DM 與內文品牌為「蒸珍飽」，故記為客家美食_蒸珍飽；開放預訂，領餐時段 16:30/17:00/17:30/18:00/18:30 共 5 段，預訂格式 姓氏+手機末3碼／餐點內容／取餐時間；價目表的「小飽包子」與內文「老鹽小飽包」應為同一品項
2026-09-18,C.C CHURROS吉拿棒,甜點,經典口味吉拿棒（肉桂／白糖／花生／OREO）；特選口味吉拿棒（煉乳／焦糖海鹽／榛果巧克力）,經典口味 70；特選口味 80；肉桂、花生、白糖、OREO 加煉乳每份 +5,南軟二期餐車市集,16:00-售完,archive/2026-09/2026-09-18_1132_p08.png,img/2026-09-18_cc-churros.jpg,"日期時間 9/18 星期五 下午16:00~售完
地點 南軟二期餐車市集
說明

C.C CHURROS 吉拿棒~

我們的吉拿棒屬於西班牙傳統做法

在麵團中加入雞蛋以及奶油

經油炸後，外層因高溫而變得酥脆

內裡卻保有著絕對的 濕潤口感

實實在在對得起 外酥內軟 四個字

就算什麼調味都不加~也能吃到如雞蛋糕般的香氣~

剛起鍋熱騰騰的吉拿棒~沾上我們特調的肉桂糖粉~飄香四溢~

不敢吃肉桂的~我們也有超厲害的榛果巧克力醬~榛果的香~巧克力醬滑~無比舒爽~

所有口味如下
肉桂
花生
白糖
OREO
煉乳
焦糖海鹽
榛果巧克力

備註 一盒六條，一盒一個口味
肉桂，花生，白糖，OREO 可另外加煉乳唷，每份+5元

注意注意
此次沒有開放預訂~歡迎現場購買~

食品業者登錄字號，產品責任險，商行營業登記
一應俱全~大家可安心購買~

公告公告
臉書:https://reurl.cc/7VDvzk
IG:https://pse.is/6m48z2",貼文 9/17 21:03（截圖顯示「昨天 下午 9:03」，基準 2026-09-18 11:32）；顯示名稱全稱「C.C CHURROS吉拿棒北部鷗翼餐車」，已去掉車型後綴；不開放預訂，現場購買；一盒六條、一盒一個口味；價格取自 DM 價目表（經典 $70／特選 $80）；收攤時間貼文只寫「售完」
2026-09-18,麵線杜,小吃,大腸麵線,,南軟二期餐車市集,16:00-19:20（或售完）,archive/2026-09/2026-09-18_1132_p12.png,img/2026-09-18_mianxiandu.jpg,"麵線杜-大腸麵線
9/18
時間：1600-1920（或售完）

付款方式：現金

大家好，很高興來到貴寶地
我們麵線使用新竹製 純手工麵線…",貼文 9/17 20:36（截圖顯示「昨天 下午 8:36」，基準 2026-09-18 11:32）；內容截斷（截圖仍顯示「顯示更多」，未展開成功），只抄到截斷處；因此無價格資料，品項僅依標題「大腸麵線」；DM 圖為餐點與評論截圖，沒有價目表；付款現金；地點貼文未寫，依社群記事本推定為南軟二期餐車市集
2026-09-18,赫！家人水晶餃,小吃,現炸水晶餃（招牌／剝皮辣椒／客家口味）；現炸年糕（減糖紅豆／客家口味）；冷凍水晶餃,現炸水晶餃（一份6顆）90；剝皮辣椒水晶餃（份）90；現炸年糕 80；冷凍水晶餃 150 起,南軟二期餐車市集,11:00-13:00（售完會提前收攤）,archive/2026-09/2026-09-18_1132_p14.png,img/2026-09-18_he-jiaren-dumpling.jpg,"中午場
時間｜11:00-13:00
（售完會提前收攤）

赫！家人水晶餃｜回來南軟囉！

我們是來自苗栗的手工水晶餃品牌「赫！家人」…",貼文 9/17 18:50（截圖顯示「昨天 下午 6:50」，基準 2026-09-18 11:32）；內容截斷（截圖仍顯示「顯示更多」，未展開成功）；貼文未寫營業日期，只寫「中午場」，因 9/17 中午已過，推定為 9/18，不確定；顯示名稱「赫！家人水晶餃/餐車」，已去掉後綴；價格取自 DM 價目表，小字不清楚，冷凍品項另有一項 $160 看不清
2026-09-21,芋頭酥,甜點,芋頭酥（純手工，原創＆新創 6 種口味；包餡口味：蛋黃肉鬆／起司／黑糖麻糬／蜜餞）；米苔目冰；棉花糖,芋頭酥 單顆不分口味 30；米苔目冰 60；棉花糖 50/串,南軟二期餐車市集,11:00-13:30（或完售）,archive/2026-09/2026-09-21_0042_p00.png,img/2026-09-21_taro-pastry.jpg,"9／21 星期一
營業時間11:00～13:30或完售

地點：南軟二期餐車市集

哈嚕~大家好

我是賣芋頭酥的
（新北蘆洲湧蓮寺廟口夜市每週一在地經營15年以上）把好吃的美食帶給大家

想念的古早味 新鮮美味
垂涎三尺的…… 可口現炸

看官們猜猜看 對啦！就是
＊純手工芋頭酥＊閃亮亮
讓芋頭我進出悠久歷史吧…
獨門15年純濃口感
原創＆新創 6 種口味
吃過都會想起阿嬤的味道

從繁複的製程來掌握品質
以下程序為：
1採買→2選材→3配比→4製作
篩選→5保鮮→6運送→7計時
最少 8 道工序→8完成成品
全程→獨自監製完成 完全100%

9 0 % 以上→芋頭本體成分
現場現點現作→全無裸粉
成品特性→表皮酥脆內餡綿密
必定使用→新鮮芋頭製作
無法使用→冷凍芋頭製作

愛吃芋頭朋友們→不能錯過啊
善待自己味蕾→錯過真心可惜
｜試成主題→1歲100～歲皆有

現炸好吃

芋頭酥買了隔天才吃的朋友，建議您不要另起油鍋，用氣炸鍋加熱即可（200度三分鐘）超方便的

＊本產品採用現點現炸，不是炸一堆等客人，現炸（1-2分鐘既可完成）

＊可預訂保留，來到現場現炸

請複製以下預訂格式：
姓名：
末三碼：
訂購內容：
取餐時間：
總金額：

支付方式：現金、LINE Pay、全支付

這次有特別準備的冰涼的甜品

另有小朋友最喜歡的棉花糖
每串都 5 0 元

食品責任險 食品登錄字號",貼文 9/20 22:01（截圖顯示「昨天 下午 10:01」，基準 2026-09-21 00:42）；2026-09-21 08:32 那次抓取已成功展開「顯示更多」，fulltext 改為完整全文（原先為截斷版）；顯示名稱「芋頭酥/車」，已去掉車型後綴；新北蘆洲湧蓮寺廟口夜市每週一在地經營 15 年以上；現點現炸（1-2 分鐘）；可預訂保留，格式 姓名／末三碼／訂購內容／取餐時間／總金額；支付方式：現金、LINE Pay、全支付；芋頭酥 30 與米苔目冰 60 取自 DM 看板，棉花糖 50/串 取自貼文；DM 紅色看板的包餡口味（蛋黃肉鬆／起司／黑糖麻糬／蜜餞、包餡一份一個）在 08:32 的裁圖已可辨識確認，未標個別價格；貼文「｜試成主題→1歲100～歲皆有」一行字面難辨，照抄未更正
2026-09-21,鄭記-巷仔內麵線,小吃,大腸蚵仔麵線；蚵仔麵線；肉羹麵線；綜合麵線；清麵線；彰化肉圓；手工燕餃湯；甜不辣；燒肉粽,蚵仔麵線 大70／小50；大腸麵線 大70／小50；綜合麵線 大70／小50；清麵線 45；肉圓 50；手工燕餃湯 45；甜不辣 45；燒肉粽（北部）70,南軟二期餐車市集,16:30-賣完離開,archive/2026-09/2026-09-21_0042_p00.png,img/2026-09-21_zhengji-noodles.jpg,"哈囉！ 親愛的饕客們，大家好！！
我們是來自鹿港的巷仔內麵線，很高興第一次來到南軟二期市集這邊為大家服務喔！歡迎大家前來品嚐好吃的各式餐車美食。

販售日期：9/21（一）
營業時間：16：30～賣完離開
付款方式：現金 或電子支付
‼注意‼注意‼
為了美味口感，以及熱騰騰的產品，鄭記-巷仔內麵線餐點，一律都是現場製作產品，其主要是希望讓您吃到熱騰騰好吃的產品，歡迎大家前來品嚐在地美食喔！

老闆的堅持與執著
【麵線】
這碗麵線湯頭以雞骨精心熬製，散發早期古早味的香氣，引人入勝。老師傅獨家配料的傳承，更為這碗麵線增添了獨特的風味。搭配手工紅麵線，口感滑順，讓人忍不住一口接一口。加上來自嘉義東港鮮蚵及滷大腸，更是讓味蕾得到極致的享受。若再搭配老闆特製辣椒，必定讓您回味無窮。

【彰化肉圓】
使用台灣在地黑豬肉製作，製作而成好吃的肉圓，呈現出令人垂涎欲滴的美味。
皮Q彈牙的口感，搭配內餡筍肉，想必香氣四溢。特製辣椒更是畫龍點睛，想必能提升整體的風味。如此搭配，必定讓您留下深刻印象，回味無窮。

【甜不辣】
嚴選的手工食材，烹調時香氣四溢，令人食指大動。
採用現煮的方式，確保了食材的新鮮度和最佳口感。
吃起來Q彈有嚼勁，每一口都是對味蕾的滿足。
再搭配店家特製辣椒，絕對讓美味加倍，令人回味無窮。
這份用心製作的美食，值得細細品味，享受百分百的幸福。

我們的辣椒是老闆費心手工製作，蘊含著獨特的風味。
熬煮的過程，讓辣椒香氣四溢，令人食指大動。
喜歡吃辣的朋友們，絕對不能錯過這道美味。
嚐一口，保證讓您感受到辣椒的熱情。
誠摯地邀請您來品嚐這份用心製作的辣椒。",貼文 9/20 21:06（截圖顯示「昨天 下午 9:06」，基準 2026-09-21 00:42）；全文完整；顯示名稱「鄭記-巷仔內麵線-麵線肉圓」，已去掉品項後綴；第一次來南軟二期；付款現金或電子支付；地點貼文只寫「南軟二期市集」；價格取自 DM 價目表，小字；DM 另有套餐組合（燕餃湯65+肉圓50 原價115→110、燕餃湯65+燒肉粽45 原價110→105、肉羹湯45+肉圓50 原價95→90、肉羹湯45+燒肉粽45 原價90→85），數字為小字，可能有誤
